# Rime user dictionary
#@/db_name	pinyin_simp
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	1400
#@/user_id	iarch
shu ji 	书籍	c=1 d=0.00621991 t=1400
shu ji 	书记	c=1 d=0.00856563 t=1400
shu ju 	数据	c=1 d=0.0685632 t=1400
shu pai 	竖排	c=1 d=0.0017555 t=1400
shu ru 	输入	c=3 d=1.65531 t=1400
shu ru fa 	输入法	c=1 d=0.782705 t=1400
shu xu guan 	鼠须管	c=9 d=2.3869 t=1400
shua xin 	刷新	c=1 d=0.217621 t=1400
shuang pin 	双拼	c=3 d=1.00274 t=1400
shuo 	说	c=2 d=0.0194319 t=1400
shuo le 	说了	c=1 d=0.00878244 t=1400
shuo ming 	说明	c=2 d=0.664121 t=1400
si 	丝	c=2 d=0.793494 t=1400
si hu 	似乎	c=2 d=0.0777188 t=1400
si juan 	丝绢	c=1 d=0.0617291 t=1400
song 	宋	c=1 d=0.772349 t=1400
song sai fen 	宋赛分	c=1 d=0.715338 t=1400
sou gou 	搜狗	c=1 d=0.737123 t=1400
sui shu 	岁数	c=1 d=0.384812 t=1400
ta 	他	c=2 d=0.0119829 t=1400
ta 	她	c=1 d=0.0374406 t=1400
ti dai 	替代	c=1 d=0.0020601 t=1400
ti gong 	提供	c=2 d=0.0737755 t=1400
ti huan 	替换	c=1 d=0.438235 t=1400
ti qian 	提前	c=1 d=0.0130365 t=1400
ti xing 	提醒	c=1 d=0.0122774 t=1400
ti zhi 	体制	c=0 d=0.0131336 t=1400
ti zhi fu hua 	体制腐化	c=1 d=0.131994 t=1400
tiao jiao 	调教	c=1 d=0.806542 t=1400
ting hao 	挺好	c=1 d=0.00170362 t=1400
ting ke 	听课	c=1 d=0.00117088 t=1400
ting kuai 	挺快	c=1 d=0.00117675 t=1400
tong 	通	c=1 d=0.00995186 t=1400
tong guo 	通过	c=2 d=0.418156 t=1400
tong ming 	同名	c=1 d=0.0195457 t=1400
tong xue 	同学	c=1 d=0.00344787 t=1400
tong yang 	同样	c=1 d=0.0033796 t=1400
tong zhi 	通知	c=1 d=0.965605 t=1400
tu 	图	c=1 d=0.0301974 t=1400
tu 	涂	c=1 d=0.0391639 t=1400
tu chuang 	图床	c=2 d=0.00577423 t=1400
tu ci 	图次	c=1 d=0.00166156 t=1400
tu pian 	图片	c=2 d=0.00463697 t=1400
tui chu 	退出	c=1 d=0.225373 t=1400
tui jian 	推荐	c=2 d=0.235935 t=1400
wan 	完	c=2 d=0.815588 t=1400
wan cheng 	完成	c=1 d=0.00697795 t=1400
wan li 	万历	c=1 d=0.0824966 t=1400
wan quan 	完全	c=1 d=0.00126207 t=1400
wan shan 	完善	c=1 d=0.0311171 t=1400
wang cai 	旺财	c=1 d=0.00115923 t=1400
wang chao 	王朝	c=1 d=0.106992 t=1400
wei 	为	c=6 d=0.189695 t=1400
wei 	位	c=1 d=0.0422141 t=1400
wei bo 	微博	c=1 d=0.00436124 t=1400
wei bo 	微播	c=1 d=0.00392653 t=1400
wei ruan 	微软	c=1 d=0.0977832 t=1400
wei shen me 	为什么	c=1 d=0.00162865 t=1400
wei sheng 	卫生	c=1 d=0.0214936 t=1400
wen da 	问答	c=1 d=0.00786762 t=1400
wen dang 	文档	c=1 d=0.00657159 t=1400
wen jian jia 	文件夹	c=1 d=0.0026852 t=1400
wen ti 	问题	c=3 d=0.606669 t=1400
wen wen 	问问	c=1 d=0.00305798 t=1400
wen yi 	瘟疫	c=1 d=0.145875 t=1400
wen zhang 	文章	c=8 d=0.901457 t=1400
wen zi 	文字	c=1 d=0.506617 t=1400
wo 	我	c=25 d=5.32549 t=1400
wo jue de 	我觉得	c=1 d=0.00181369 t=1400
wo jue de jiu shi zhe yang jiu shi 	我觉得就是这样就是	c=1 d=0.00169512 t=1400
wo men 	我们	c=1 d=0.379083 t=1400
wu 	伍	c=1 d=0.00827097 t=1400
wu 	吴	c=0 d=0.000708341 t=1400
wu 	无	c=0 d=0.0102797 t=1400
wu 	舞	c=0 d=0.00439369 t=1400
wu a yi 	吴阿姨	c=4 d=0.376854 t=1400
wu dao 	舞蹈	c=2 d=0.462233 t=1400
wu fa 	无法	c=2 d=1.51769 t=1400
wu li 	物理	c=1 d=0.00582848 t=1400
xi chang 	细长	c=2 d=0.0316198 t=1400
xi guan 	习惯	c=1 d=0.00694314 t=1400
xi huan 	喜欢	c=1 d=0.0057417 t=1400
xi ju 	戏剧	c=1 d=0.108609 t=1400
xi lie 	系列	c=1 d=0.238115 t=1400
xi ti 	习题	c=1 d=0.175521 t=1400
xi tong 	系统	c=1 d=0.0982736 t=1400
xia 	下	c=3 d=0.621189 t=1400
xia zai 	下载	c=2 d=0.00554088 t=1400
xian 	先	c=5 d=1.16573 t=1400
xian shi 	显示	c=1 d=0.00176431 t=1400
xian wei jing 	显微镜	c=2 d=0.604794 t=1400
xian zai 	现在	c=1 d=0.0175975 t=1400
xiang 	像	c=1 d=0.101266 t=1400
xiang 	想	c=3 d=0.253494 t=1400
xiang 	相	c=1 d=0.00299743 t=1400
xiang guan 	相关	c=2 d=0.266909 t=1400
xiang mu 	项目	c=2 d=1.52402 t=1400
xiang yao 	想要	c=1 d=0.00369786 t=1400
xiao 	小	c=3 d=0.0558832 t=1400
xiao guo 	效果	c=1 d=0.109153 t=1400
xiao he 	小鹤	c=2 d=0.996435 t=1400
xiao jing xi 	小惊喜	c=1 d=0.00351752 t=1400
xiao lin 	小林	c=1 d=0.36788 t=1400
xiao rong 	笑容	c=1 d=0.0505395 t=1400
xiao shuo 	小说	c=1 d=0.100003 t=1400
xie 	些	c=1 d=0.00882647 t=1400
xie 	写	c=9 d=1.64866 t=1400
xie de 	写得	c=1 d=0.0642483 t=1400
xie hui 	协会	c=2 d=0.0162877 t=1400
xie wen 	写文	c=1 d=0.00353514 t=1400
xie zai 	卸载	c=1 d=0.0012684 t=1400
xie zuo 	写作	c=4 d=0.343413 t=1400
xin 	新	c=1 d=0.582748 t=1400
xin liu 	心流	c=1 d=0.00321477 t=1400
xing qiu 	星球	c=2 d=1.05046 t=1400
xiu gai 	修改	c=4 d=1.68014 t=1400
xu gou 	虚构	c=1 d=0.0833926 t=1400
xu ming 	虚名	c=0 d=0.0124307 t=1400
xu shi 	叙事	c=1 d=0.086294 t=1400
xu yao 	需要	c=1 d=0.00249117 t=1400
xuan 	宣	c=1 d=0.202909 t=1400
xue hui 	学会	c=1 d=0.0437178 t=1400
xue wan 	学玩	c=1 d=0.23457 t=1400
ya 	呀	c=2 d=0.388412 t=1400
yan ran 	俨然	c=1 d=0.0808629 t=1400
yang cheng 	养成	c=1 d=0.00683978 t=1400
yang shi 	样式	c=1 d=0.00286554 t=1400
yao 	要	c=4 d=0.455636 t=1400
yao chang 	要长	c=1 d=0.0769192 t=1400
ye 	也	c=3 d=0.390373 t=1400
ye nan 	也难	c=1 d=0.154896 t=1400
ye shi 	野史	c=1 d=0.101774 t=1400
ye zhi 	也只	c=1 d=0.0720784 t=1400
ye zi 	叶子	c=2 d=0.0314621 t=1400
yi 	一	c=3 d=0.300791 t=1400
yi 	已	c=3 d=0.863483 t=1400
yi ban 	一般	c=4 d=0.688407 t=1400
yi ben 	一本	c=2 d=0.154435 t=1400
yi bu 	一部	c=1 d=0.0198411 t=1400
yi bu fen 	一部分	c=1 d=0.00207042 t=1400
yi dan 	一旦	c=1 d=0.00406639 t=1400
yi ding 	一定	c=2 d=0.00912803 t=1400
yi ge 	一个	c=1 d=0.0492917 t=1400
yi jing 	已经	c=3 d=0.289094 t=1400
yi kan 	已看	c=1 d=0.50409 t=1400
yi kou qi 	一口气	c=1 d=0.0623495 t=1400
yi shou 	一首	c=0 d=0.00200405 t=1400
yi si 	意思	c=1 d=0.00336274 t=1400
yi tiao 	一条	c=2 d=0.494755 t=1400
yi tong guo 	已通过	c=1 d=0.562705 t=1400
yi wei 	一位	c=1 d=0.0057994 t=1400
yi xia 	一下	c=5 d=1.17517 t=1400
yi xia 	以下	c=1 d=0.128093 t=1400
yi xiao jian da 	以小见大	c=1 d=0.0902658 t=1400
yi yang 	一样	c=1 d=0.0275984 t=1400
yi yuan 	医院	c=1 d=0.00214418 t=1400
yi zhan 	驿站	c=1 d=0.0335406 t=1400
yi zhong 	一种	c=2 d=0.0118118 t=1400
yi zhou 	一周	c=1 d=0.0599047 t=1400
yin 	音	c=1 d=0.923116 t=1400
yin huan 	隐患	c=1 d=0.0488013 t=1400
yin ren ru sheng 	引人入胜	c=1 d=0.0645704 t=1400
yin xiang 	印象	c=1 d=0.0204454 t=1400
yin yong 	引用	c=1 d=0.0692522 t=1400
ying 	硬	c=1 d=0.752014 t=1400
ying shi 	影视	c=1 d=0.128735 t=1400
ying wen 	英文	c=1 d=0.00158844 t=1400
yong 	用	c=4 d=0.0189195 t=1400
you 	有	c=4 d=0.639128 t=1400
you hua 	优化	c=1 d=0.00143729 t=1400
you kong 	有空	c=1 d=0.0104621 t=1400
you mei you 	有没有	c=1 d=0.348192 t=1400
you mu lu 	有目录	c=1 d=0.0575558 t=1400
you qu 	又去	c=1 d=0.0263839 t=1400
you qu 	有趣	c=2 d=0.627803 t=1400
yu 	与	c=2 d=0.0700666 t=1400
yue 	约	c=3 d=0.0260653 t=1400
yun yong 	运用	c=1 d=0.00554422 t=1400
za ban 	咋办	c=1 d=0.0143358 t=1400
zai 	再	c=6 d=0.93892 t=1400
zai 	在	c=11 d=0.587947 t=1400
zai yu 	在于	c=1 d=0.0920892 t=1400
ze 	则	c=1 d=0.107528 t=1400
zeng 	曾	c=1 d=0.585669 t=1400
zhan 	站	c=2 d=0.0681496 t=1400
zhao 	找	c=1 d=0.00860858 t=1400
zhao gu 	照顾	c=1 d=0.0231677 t=1400
zhao ji 	着急	c=1 d=0.171187 t=1400
zhao pian 	照片	c=1 d=0.0109984 t=1400
zhe 	着	c=2 d=0.0740209 t=1400
zhe 	者	c=2 d=0.0826776 t=1400
zhe 	这	c=1 d=0.0440076 t=1400
zhe fen 	这份	c=1 d=0.494109 t=1400
zhe ge 	这个	c=3 d=0.0554827 t=1400
zhe pian 	这篇	c=2 d=0.290704 t=1400
zhe teng 	折腾	c=1 d=0.79057 t=1400
zhe wei 	这位	c=3 d=0.711613 t=1400
zhe xie 	这些	c=1 d=0.410655 t=1400
zhe yang 	这样	c=2 d=0.371967 t=1400
zhe yi shou 	这一首	c=1 d=0.0201409 t=1400
zhe zhang 	这张	c=1 d=0.442639 t=1400
zhe zhong 	这种	c=2 d=0.048194 t=1400
zhen 	真	c=1 d=0.00111377 t=1400
zhen de 	真的	c=2 d=0.00262405 t=1400
zhen tan 	侦探	c=0 d=0.00652193 t=1400
zhen tan xiao shuo 	侦探小说	c=1 d=0.0655462 t=1400
zheng 	正	c=1 d=0.039955 t=1400
zheng fa 	政法	c=1 d=0.0113334 t=1400
zheng ge 	整个	c=1 d=0.236928 t=1400
zheng li 	整理	c=1 d=0.00449405 t=1400
zheng qu 	争取	c=1 d=0.00357067 t=1400
zheng shi 	正史	c=1 d=0.099261 t=1400
zhi 	之	c=1 d=0.118245 t=1400
zhi 	只	c=1 d=0.0837432 t=1400
zhi dao 	知道	c=2 d=1.25349 t=1400
zhi hou 	之后	c=1 d=0.0014018 t=1400
zhi jie 	直接	c=5 d=0.00967431 t=1400
zhi kan 	只看	c=1 d=0.0197421 t=1400
zhi neng 	只能	c=1 d=0.822835 t=1400
zhi qian 	之前	c=1 d=0.878095 t=1400
zhi shi 	知识	c=2 d=0.544254 t=1400
zhi shi xing qiu 	知识星球	c=1 d=0.00806679 t=1400
zhi shu 	指数	c=1 d=0.0611149 t=1400
zhi wu 	植物	c=2 d=0.0354508 t=1400
zhi xing 	执行	c=3 d=2.7854 t=1400
zhi xu 	只需	c=1 d=0.0115624 t=1400
zhi you 	只有	c=2 d=0.0447639 t=1400
zhi yuan 	志愿	c=2 d=0.0822656 t=1400
zhi yuan zhe 	志愿者	c=7 d=0.221211 t=1400
zhong 	中	c=3 d=0.271774 t=1400
zhong 	忠	c=1 d=0.154124 t=1400
zhong 	重	c=2 d=0.173487 t=1400
zhong duan 	终端	c=3 d=2.37258 t=1400
zhong wen 	中文	c=2 d=1.64575 t=1400
zhong ying wen 	中英文	c=1 d=0.00229965 t=1400
zhou bao 	周报	c=5 d=0.0291692 t=1400
zhou bian 	周边	c=1 d=0.00375375 t=1400
zhou wu 	周五	c=1 d=0.00740945 t=1400
zhu 	猪	c=1 d=0.00189223 t=1400
zhu chi 	主持	c=1 d=0.00301246 t=1400
zhu hai 	珠海	c=3 d=0.438072 t=1400
zhu shi 	注释	c=3 d=0.00731373 t=1400
zhu yi 	注意	c=1 d=0.358796 t=1400
zhu zuo 	著作	c=1 d=0.0710054 t=1400
zhuan men 	专门	c=1 d=0.0211736 t=1400
zhuan zhi 	转制	c=1 d=0.0572688 t=1400
zhuang 	状	c=1 d=0.0156075 t=1400
zhun que 	准确	c=1 d=0.00527382 t=1400
zi ding yi 	自定义	c=1 d=0.588605 t=1400
zi dong 	自动	c=1 d=0.00273945 t=1400
zi ji 	自己	c=2 d=0.798499 t=1400
zi ku 	字库	c=3 d=1.0495 t=1400
zi liao 	资料	c=1 d=0.067881 t=1400
zi se 	紫色	c=1 d=0.0164077 t=1400
zi yong 	自用	c=1 d=0.985112 t=1400
zong 	宗	c=1 d=0.135335 t=1400
zong 	纵	c=1 d=0.132656 t=1400
zong guan 	纵观	c=1 d=0.10435 t=1400
zu gou 	足够	c=2 d=0.272136 t=1400
zu zhi 	组织	c=1 d=0.0347352 t=1400
zui hao 	最好	c=1 d=0.00186406 t=1400
zui mei 	最美	c=2 d=0.247111 t=1400
zui wei 	最为	c=1 d=0.00377257 t=1400
zui zao 	最早	c=1 d=0.0258615 t=1400
zuo 	做	c=2 d=0.0869259 t=1400
zuo fa 	做法	c=1 d=0.00600598 t=1400
zuo tian 	昨天	c=1 d=0.00852292 t=1400
zuo wei 	作为	c=2 d=0.0102918 t=1400
zuo you 	左右	c=1 d=0.00960956 t=1400
zuo zhe 	作者	c=1 d=0.00585769 t=1400
