# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	33981
#@/user_id	iarch
cuo 	錯	c=6 d=0.00286555 t=33981
cuo bu liao 	錯不了	c=1 d=3.243e-47 t=33981
cuo jue 	錯覺	c=4 d=0.0253494 t=33981
cuo kan de 	錯看的	c=1 d=4.75285e-44 t=33981
cuo luan 	錯亂	c=6 d=1.22168e-05 t=33981
cuo shi 	措施	c=0 d=1.07972e-21 t=33981
cuo wu 	錯誤	c=5 d=1.1349e-18 t=33981
da 	大	c=12 d=3.4569e-05 t=33981
da 	打	c=2 d=1.21717e-18 t=33981
da 	達	c=1 d=9.53661e-31 t=33981
da an 	答案	c=19 d=0.00758575 t=33981
da an er 	答案二	c=1 d=0.0526021 t=33981
da ba 	大把	c=0 d=3.37191e-36 t=33981
da ba 	打靶	c=0 d=1.66784e-19 t=33981
da ba you xi 	打靶遊戲	c=1 d=1.6762e-18 t=33981
da ba zhuan qian 	大把賺錢	c=1 d=3.38881e-35 t=33981
da ban 	大半	c=2 d=2.7981e-24 t=33981
da bi 	大筆	c=1 d=3.40579e-35 t=33981
da bian 	大變	c=2 d=1.50992e-45 t=33981
da cheng 	搭乘	c=1 d=5.03559e-18 t=33981
da cheng 	達成	c=8 d=3.57189e-07 t=33981
da cheng gong shi 	達成共識	c=1 d=2.18407e-14 t=33981
da cheng le 	達成了	c=2 d=8.67557e-07 t=33981
da cheng yi zhi 	達成一致	c=1 d=3.10674e-42 t=33981
da chu 	打出	c=2 d=5.88906e-07 t=33981
da da 	大大	c=2 d=2.0772e-12 t=33981
da dao 	大到	c=1 d=8.32803e-25 t=33981
da dao 	打倒	c=1 d=1.48307e-19 t=33981
da dao 	答道	c=1 d=2.84776e-18 t=33981
da di 	大地	c=2 d=0.00477195 t=33981
da dong 	打動	c=2 d=4.47732e-20 t=33981
da du 	大度	c=1 d=6.03383e-28 t=33981
da du bo 	大賭博	c=1 d=1.76029e-35 t=33981
da duan 	打斷	c=2 d=1.35497e-15 t=33981
da duo shu 	大多數	c=4 d=2.73563e-16 t=33981
da e 	大惡	c=0 d=5.16395e-21 t=33981
da e wu dao 	大惡無道	c=1 d=5.18983e-20 t=33981
da fa shi jian 	打發時間	c=1 d=1.39329e-49 t=33981
da fu 	大幅	c=2 d=4.98474e-12 t=33981
da fu 	答覆	c=1 d=2.82086e-24 t=33981
da fu du 	大幅度	c=1 d=1.99745e-22 t=33981
da gai 	大概	c=3 d=1.09585e-18 t=33981
da gai shi 	大概是	c=1 d=1.32151e-15 t=33981
da guan 	達觀	c=1 d=2.23465e-48 t=33981
da gui mo 	大規模	c=3 d=5.83443e-15 t=33981
da gun 	打滾	c=1 d=8.85384e-10 t=33981
da han 	大喊	c=0 d=3.52279e-51 t=33981
da han zhe 	大喊着	c=1 d=3.54045e-50 t=33981
da hua 	大花	c=1 d=3.92173e-18 t=33981
da hua 	搭話	c=2 d=0.0409665 t=33981
da hun luan 	大混亂	c=1 d=1.4071e-18 t=33981
da ji 	打擊	c=1 d=2.19427e-11 t=33981
da jia 	大家	c=23 d=3.26557e-09 t=33981
da jia hao 	大家好	c=3 d=4.31329e-20 t=33981
da jiao 	大叫	c=0 d=1.33366e-06 t=33981
da jiao zhe 	大叫着	c=1 d=1.34034e-05 t=33981
da kai 	大開	c=1 d=3.04532e-13 t=33981
da kai 	打開	c=3 d=0.00213348 t=33981
da ku 	大哭	c=3 d=1.84168e-08 t=33981
da la 	耷拉	c=0 d=4.25849e-47 t=33981
da la zhe 	耷拉着	c=1 d=4.27983e-46 t=33981
da lian ai 	大戀愛	c=1 d=1.30877e-48 t=33981
da lian li gong da xue 	大連理工大學	c=1 d=2.55685e-15 t=33981
da liao li 	大料理	c=1 d=2.99316e-45 t=33981
da lun 	大輪	c=1 d=4.21625e-17 t=33981
da ma 	大媽	c=1 d=3.82143e-16 t=33981
da ma qi chang 	大媽氣場	c=1 d=4.4878e-16 t=33981
da mian ji 	大面積	c=2 d=9.10612e-22 t=33981
da mie 	噠咩	c=1 d=6.23369e-29 t=33981
da nan 	大難	c=1 d=4.98973e-28 t=33981
da nao 	大腦	c=5 d=7.5816e-08 t=33981
da po 	打破	c=1 d=2.68978e-23 t=33981
da po tou 	打破頭	c=1 d=3.09292e-19 t=33981
da qi 	大氣	c=1 d=3.39296e-20 t=33981
da qian shi jie 	大千世界	c=1 d=0.628135 t=33981
da quan 	大全	c=0 d=1.90457e-51 t=33981
da rao 	打擾	c=2 d=5.33862e-29 t=33981
da ren 	大人	c=23 d=6.09131e-11 t=33981
da ren qi 	大人氣	c=2 d=7.39535e-10 t=33981
da shang 	打上	c=0 d=4.86819e-33 t=33981
da shang 	打賞	c=3 d=2.32474e-13 t=33981
da shang hua huo 	打上花火	c=1 d=4.8926e-32 t=33981
da sheng 	大聲	c=4 d=0.000415927 t=33981
da shi bai 	大失敗	c=3 d=4.54267e-10 t=33981
da shi jian 	大事件	c=2 d=5.92806e-47 t=33981
da shou 	大手	c=0 d=6.90102e-50 t=33981
da shou yi hui 	大手一揮	c=1 d=6.93561e-49 t=33981
da suan 	打算	c=6 d=1.59033e-11 t=33981
da ti 	大體	c=1 d=3.54177e-25 t=33981
da ting 	大廳	c=1 d=6.59757e-20 t=33981
da ting 	打聽	c=1 d=2.66891e-49 t=33981
da tong ling 	大統領	c=1 d=1.08252e-21 t=33981
da tou 	大頭	c=0 d=0.066365 t=33981
da tou yu 	大頭魚	c=1 d=0.666977 t=33981
da tou zhen 	大頭針	c=1 d=7.38127e-17 t=33981
da wen ti 	大問題	c=1 d=1.51566e-10 t=33981
da wo 	打我	c=1 d=0.000662162 t=33981
da wu tai 	大舞臺	c=1 d=2.80775e-28 t=33981
da xiao 	大小	c=3 d=1.36747e-32 t=33981
da xiao 	大笑	c=2 d=4.2846e-29 t=33981
da xiao zhe 	大笑着	c=2 d=1.78319e-40 t=33981
da xing 	大型	c=0 d=4.16849e-31 t=33981
da xing la ji 	大型垃圾	c=1 d=4.18938e-30 t=33981
da ying 	答應	c=1 d=2.78464e-19 t=33981
da yu 	大於	c=1 d=1.77895e-12 t=33981
da za 	打雜	c=1 d=3.3413e-16 t=33981
da zao 	打造	c=2 d=7.27015e-15 t=33981
da zhan 	大戰	c=5 d=7.19658e-14 t=33981
da zhan jie shu 	大戰結束	c=1 d=7.23266e-13 t=33981
da zhan mo qi 	大戰末期	c=1 d=2.11657e-27 t=33981
da zhan shi 	大戰時	c=3 d=7.93562e-16 t=33981
da zhao hu 	打招呼	c=3 d=3.30109e-18 t=33981
da zhi 	大致	c=2 d=4.63723e-19 t=33981
da zhi fan wei 	大致範圍	c=1 d=1.52663e-36 t=33981
da zhi shang 	大致上	c=1 d=2.17881e-15 t=33981
da zong tong 	大總統	c=1 d=1.08794e-21 t=33981
dai 	呆	c=2 d=1.34503e-45 t=33981
dai 	帶	c=1 d=1.43577e-20 t=33981
dai biao 	代表	c=0 d=1.23553e-48 t=33981
dai biao zhe 	代表着	c=1 d=1.24172e-47 t=33981
dai ji 	待機	c=1 d=3.25427e-30 t=33981
dai ji shi 	待機室	c=5 d=8.67346e-27 t=33981
dai jia 	代價	c=1 d=5.45221e-12 t=33981
dai jin 	殆盡	c=1 d=0.000338834 t=33981
dai lai le 	帶來了	c=2 d=1.41536e-28 t=33981
dai li 	代理	c=0 d=2.4591e-28 t=33981
dai li ren 	代理人	c=0 d=1.77677e-28 t=33981
dai ming ci 	代名詞	c=1 d=8.57262e-42 t=33981
dai ran 	呆然	c=1 d=6.01294e-46 t=33981
dai ru 	帶入	c=2 d=0.00179994 t=33981
dai ti 	代替	c=3 d=7.86201e-24 t=33981
dai you 	帶有	c=9 d=4.7948e-11 t=33981
dai zai 	待在	c=0 d=4.21468e-43 t=33981
dai zai 	戴在	c=1 d=1.6512e-47 t=33981
dai zai fang jian 	待在房間	c=1 d=4.23581e-42 t=33981
dai zhe 	帶着	c=9 d=5.96471e-10 t=33981
dai zhe 	戴着	c=1 d=1.50155e-47 t=33981
dai zhe man mian xiao rong 	帶着滿面笑容	c=1 d=6.75172e-27 t=33981
dai zhi 	代之	c=1 d=6.76322e-47 t=33981
dai zhu 	呆住	c=0 d=1.80203e-47 t=33981
dai zhu le 	呆住了	c=1 d=1.81106e-46 t=33981
dan 	但	c=56 d=1.49269e-06 t=33981
dan chun 	單純	c=8 d=1.86865e-05 t=33981
dan chun de 	單純地	c=2 d=6.62951e-18 t=33981
dan chun de 	單純的	c=1 d=6.36957e-18 t=33981
dan dan 	淡淡	c=4 d=5.71404e-05 t=33981
dan ding 	淡定	c=1 d=6.5727e-05 t=33981
dan du 	單獨	c=2 d=4.41332e-25 t=33981
dan na ye zhi shi 	但那也只是	c=1 d=2.56208e-39 t=33981
dan ping 	單憑	c=2 d=8.37143e-09 t=33981
dan ran 	淡然	c=1 d=1.97791e-24 t=33981
dan ren 	擔任	c=1 d=3.0385e-16 t=33981
dan sheng 	誕生	c=1 d=5.12406e-17 t=33981
dan shi 	但是	c=169 d=0.973024 t=33981
dan shi 	單是	c=1 d=3.95912e-12 t=33981
dan wei 	單位	c=0 d=9.02779e-34 t=33981
dan xin 	擔心	c=0 d=1.20482e-46 t=33981
dan ye 	但也	c=1 d=7.39511e-39 t=33981
dan yi 	單一	c=0 d=2.78076e-33 t=33981
dan yi guo jia 	單一國家	c=1 d=2.79469e-32 t=33981
dan you 	擔憂	c=1 d=3.34358e-24 t=33981
dan zhe 	但這	c=1 d=5.16219e-16 t=33981
dang 	當	c=5 d=9.25821e-06 t=33981
dang bai 	當白	c=1 d=3.17835e-16 t=33981
dang chang 	當場	c=1 d=3.2515e-19 t=33981
dang cheng 	當成	c=1 d=2.86155e-16 t=33981
dang chu 	當初	c=1 d=1.88177e-26 t=33981
dang ji li duan 	當機立斷	c=1 d=1.71036e-20 t=33981
dang pai 	黨派	c=1 d=1.46832e-19 t=33981
dang ran 	當然	c=40 d=7.85324e-06 t=33981
dang ran de 	當然地	c=1 d=2.45701e-17 t=33981
dang shi 	當時	c=2 d=3.36503e-11 t=33981
dang shi ren 	當事人	c=1 d=5.03372e-43 t=33981
dang ta 	當他	c=1 d=8.12959e-06 t=33981
dang xia 	當下	c=1 d=2.30317e-21 t=33981
dang zhong 	當中	c=4 d=2.97833e-17 t=33981
dang zuo 	當作	c=10 d=8.77104e-07 t=33981
dang zuo 	當做	c=4 d=2.66423e-24 t=33981
dao 	倒	c=1 d=2.18482e-18 t=33981
dao 	刀	c=4 d=1.2993e-27 t=33981
dao 	到	c=70 d=0.544232 t=33981
dao 	道	c=32 d=0.183632 t=33981
dao bu 	倒不	c=0 d=1.65125e-19 t=33981
dao bu chu 	道不出	c=1 d=3.11594e-18 t=33981
dao bu liao 	倒不了	c=1 d=1.65953e-18 t=33981
dao bu ru 	倒不如	c=1 d=3.37489e-17 t=33981
dao bu ru shuo 	倒不如說	c=2 d=7.52911e-15 t=33981
dao cheng 	道程	c=1 d=4.77358e-07 t=33981
dao chu 	道出	c=2 d=1.1042e-19 t=33981
dao da 	到達	c=4 d=1.91593e-32 t=33981
dao di 	到底	c=16 d=2.05223e-14 t=33981
dao di hui 	到底會	c=1 d=4.50952e-14 t=33981
dao di shi 	到底是	c=3 d=1.99661e-18 t=33981
dao fang 	到訪	c=1 d=7.40014e-47 t=33981
dao jin tian 	到今天	c=1 d=2.68611e-07 t=33981
dao jiu 	刀就	c=1 d=4.51489e-28 t=33981
dao lai 	到來	c=2 d=7.36849e-26 t=33981
dao le 	到了	c=4 d=5.43306e-21 t=33981
dao li 	道理	c=1 d=3.23473e-17 t=33981
dao na shi 	到那時	c=1 d=6.36936e-47 t=33981
dao qian 	道歉	c=4 d=1.01094e-08 t=33981
dao ru 	導入	c=1 d=7.85398e-12 t=33981
dao she 	盜攝	c=3 d=1.51644e-06 t=33981
dao shu di er 	倒數第二	c=0 d=6.49493e-13 t=33981
dao shu di er wei 	倒數第二位	c=1 d=6.52748e-12 t=33981
dao xi yi kou qi 	倒吸一口氣	c=1 d=6.20365e-31 t=33981
dao xia 	倒下	c=1 d=2.2909e-17 t=33981
dao xia lai 	倒下來	c=1 d=9.74283e-18 t=33981
dao xian zai 	到現在	c=2 d=1.67433e-05 t=33981
dao xiang shi 	倒像是	c=1 d=3.29156e-16 t=33981
dao ying 	倒映	c=1 d=5.64527e-39 t=33981
dao zhe li 	到這裏	c=2 d=5.74365e-07 t=33981
dao zhe yi bu 	到這一步	c=1 d=2.54367e-13 t=33981
dao zhi 	導致	c=4 d=8.33965e-12 t=33981
dao zhi de 	導致的	c=1 d=4.39669e-10 t=33981
dao zuo tian 	到昨天	c=1 d=3.55771e-19 t=33981
de 	地	c=223 d=0.980915 t=33981
de 	得	c=5 d=1.2728e-14 t=33981
de 	的	c=3567 d=15.1883 t=33981
de bu chang shi 	得不償失	c=0 d=3.10578e-10 t=33981
de bu dao 	得不到	c=1 d=5.31669e-10 t=33981
de chu 	得出	c=3 d=1.71387e-21 t=33981
de dao 	得到	c=11 d=1.19555e-13 t=33981
de dao le 	得到了	c=1 d=2.23396e-15 t=33981
de hen 	得很	c=0 d=8.76098e-34 t=33981
de hen yuan 	得很遠	c=1 d=8.8049e-33 t=33981
de hua 	的話	c=1 d=2.50793e-23 t=33981
de yi 	得意	c=1 d=3.65212e-33 t=33981
de zhi 	得知	c=1 d=0.0265162 t=33981
deng 	瞪	c=0 d=4.40193e-25 t=33981
deng 	等	c=17 d=1.3937 t=33981
deng bu ji 	等不及	c=0 d=1.38568e-15 t=33981
deng chang 	登場	c=1 d=1.66009e-22 t=33981
deng da 	瞪大	c=2 d=3.21905e-17 t=33981
deng da le 	瞪大了	c=1 d=3.22638e-16 t=33981
deng dai 	等待	c=7 d=1.87569e-17 t=33981
deng dai zhe 	等待着	c=4 d=2.75379e-05 t=33981
deng dao 	等到	c=2 d=0.000257369 t=33981
deng deng 	噔噔	c=6 d=1.06952e-12 t=33981
deng deng 	等等	c=4 d=6.11669e-12 t=33981
deng guang 	燈光	c=2 d=4.61241e-32 t=33981
deng jia 	等價	c=3 d=2.24478e-13 t=33981
deng long 	燈籠	c=1 d=3.49986e-32 t=33981
deng lu 	登錄	c=6 d=1.78355e-13 t=33981
deng lu zhe 	登錄者	c=2 d=1.29512e-13 t=33981
deng tong 	等同	c=2 d=1.09265e-13 t=33981
deng xia 	等下	c=11 d=0.470048 t=33981
deng xia deng xia deng xia 	等下等下等下	c=1 d=8.37975e-39 t=33981
deng xiao ping 	鄧小平	c=2 d=2.90261e-30 t=33981
deng yi xia 	等一下	c=2 d=2.74215e-38 t=33981
deng yu 	等於	c=1 d=9.61444e-09 t=33981
deng yuan 	瞪圓	c=2 d=1.3914e-33 t=33981
deng yuan le 	瞪圓了	c=1 d=4.42399e-24 t=33981
deng yuan le yan jing 	瞪圓了眼睛	c=1 d=7.00413e-47 t=33981
deng zhe 	瞪着	c=1 d=4.57363e-33 t=33981
di 	低	c=2 d=2.65478e-16 t=33981
di 	底	c=1 d=1.02493e-25 t=33981
di 	第	c=4 d=0.00194986 t=33981
di ba 	第八	c=0 d=2.97367e-28 t=33981
di ba ci 	第八次	c=1 d=1.04493e-17 t=33981
di ba hui 	第八回	c=1 d=1.20007e-28 t=33981
di ba tian 	第八天	c=2 d=1.13033e-28 t=33981
di ba wei 	第八位	c=1 d=2.98857e-27 t=33981
di bu 	地步	c=3 d=1.16422e-14 t=33981
di bu guo 	敵不過	c=2 d=8.84295e-36 t=33981
di ceng 	底層	c=3 d=5.86348e-14 t=33981
di ceng ji zhi 	底層機制	c=1 d=5.04331e-36 t=33981
di ceng pei xin zhe 	底層配信者	c=5 d=4.43167e-15 t=33981
di da 	抵達	c=2 d=6.75769e-08 t=33981
di da zhen xiang 	抵達真相	c=1 d=2.08322e-46 t=33981
di dian 	地點	c=2 d=3.26724e-17 t=33981
di duo shao 	第多少	c=1 d=4.15348e-17 t=33981
di er 	第二	c=2 d=6.72627e-13 t=33981
di er ci 	第二次	c=2 d=1.74372e-12 t=33981
di er dian 	第二點	c=2 d=3.104e-24 t=33981
di er duo 	第二多	c=1 d=6.75999e-12 t=33981
di er ge 	第二個	c=1 d=1.01598e-10 t=33981
di er hui 	第二回	c=1 d=4.33491e-20 t=33981
di er ji 	第二季	c=1 d=1.72813e-24 t=33981
di er tian 	第二天	c=1 d=2.22781e-12 t=33981
di fang 	地方	c=8 d=9.16765e-08 t=33981
di jian 	低賤	c=0 d=6.96586e-13 t=33981
di jian pu ren 	低賤僕人	c=1 d=7.00078e-12 t=33981
di jiao 	遞交	c=1 d=2.59549e-15 t=33981
di jie 	締結	c=3 d=6.24466e-11 t=33981
di jing 	地精	c=0 d=3.00356e-28 t=33981
di jing zhong 	地精種	c=2 d=5.1347e-12 t=33981
di jiu 	第九	c=0 d=2.45067e-17 t=33981
di jiu wei 	第九位	c=3 d=5.03928e-16 t=33981
di kang 	抵抗	c=1 d=1.5664e-15 t=33981
di kang zhe 	抵抗着	c=1 d=4.03347e-25 t=33981
di lei 	地雷	c=0 d=6.95142e-18 t=33981
di liu ge 	第六個	c=1 d=1.439e-17 t=33981
di liu tian 	第六天	c=1 d=1.18914e-38 t=33981
di liu zhang 	第六章	c=1 d=2.5075e-21 t=33981
di mian 	地面	c=3 d=1.57428e-15 t=33981
di qi tian 	第七天	c=2 d=2.94721e-35 t=33981
di qi wei 	第七位	c=1 d=2.9294e-27 t=33981
di que 	的確	c=2 d=1.16477e-12 t=33981
di ren 	敵人	c=5 d=4.13939e-22 t=33981
di san 	第三	c=1 d=8.68444e-18 t=33981
di san ban 	第三版	c=1 d=8.21549e-12 t=33981
di san ci 	第三次	c=1 d=0.00211225 t=33981
di san tian 	第三天	c=1 d=9.29294e-50 t=33981
di san zhang 	第三章	c=1 d=0.00199922 t=33981
di sheng shuo 	低聲說	c=1 d=6.86332e-14 t=33981
di shi 	第十	c=1 d=1.47995e-10 t=33981
di shi si 	第十四	c=1 d=1.02937e-17 t=33981
di shi tian 	第十天	c=1 d=1.45975e-09 t=33981
di si tian 	第四天	c=2 d=3.89126e-42 t=33981
di si wei 	第四位	c=1 d=1.06749e-33 t=33981
di si zhang 	第四章	c=1 d=3.56631e-18 t=33981
di tan 	地攤	c=1 d=1.52429e-18 t=33981
di wu tian 	第五天	c=2 d=1.16599e-38 t=33981
di xia tou 	低下頭	c=1 d=9.4385e-27 t=33981
di xian 	底限	c=1 d=2.9486e-45 t=33981
di xian du 	低限度	c=2 d=2.00164e-44 t=33981
di xin 	地心	c=1 d=1.7407e-21 t=33981
di yi 	敵意	c=6 d=6.41524e-13 t=33981
di yi 	第一	c=0 d=1.38398e-18 t=33981
di yi ci 	第一次	c=7 d=0.0180435 t=33981
di yi hui 	第一回	c=2 d=5.95432e-19 t=33981
di yi hui he 	第一回合	c=1 d=8.34391e-18 t=33981
di yi ju hua 	第一句話	c=1 d=7.75972e-17 t=33981
di yi ren xuan 	第一人選	c=1 d=5.56519e-18 t=33981
di yi sheng 	第一聲	c=1 d=8.88127e-17 t=33981
di yi tian 	第一天	c=3 d=1.13059e-20 t=33981
di yi yin xiang 	第一印象	c=1 d=3.07697e-17 t=33981
di yi zhang 	第一章	c=1 d=8.44527e-13 t=33981
di yu 	低於	c=1 d=5.2015e-17 t=33981
di yu 	地獄	c=3 d=8.21549e-12 t=33981
di zhe 	低着	c=2 d=1.5958e-16 t=33981
di zhe tou 	低着頭	c=5 d=0.00271219 t=33981
dian 	殿	c=0 d=3.9264e-33 t=33981
dian 	點	c=4 d=1.22012e-18 t=33981
dian fu 	顛覆	c=1 d=1.24476e-17 t=33981
dian ji 	點擊	c=2 d=2.46121e-25 t=33981
dian jia 	店家	c=1 d=3.17284e-25 t=33981
dian nao 	電腦	c=1 d=1.19697e-28 t=33981
dian ran 	點燃	c=1 d=8.78366e-34 t=33981
dian shu 	點數	c=3 d=2.60156e-25 t=33981
dian tou 	點頭	c=5 d=7.85666e-16 t=33981
dian xin 	點心	c=2 d=5.07726e-44 t=33981
dian ying 	電影	c=1 d=4.29777e-07 t=33981
dian zhao 	點着	c=0 d=1.16341e-17 t=33981
dian zhao huo 	點着火	c=1 d=1.16925e-16 t=33981
diao 	掉	c=3 d=1.15982e-09 t=33981
diao qi 	叼起	c=1 d=1.37948e-20 t=33981
diao zai 	叼在	c=1 d=1.15761e-16 t=33981
diao zhe 	叼着	c=1 d=4.5329e-16 t=33981
die dao 	跌倒	c=1 d=1.84545e-32 t=33981
die die bu xiu 	喋喋不休	c=1 d=3.68256e-13 t=33981
ding 	定	c=1 d=2.00678e-18 t=33981
ding 	盯	c=1 d=1.48995e-44 t=33981
ding 	頂	c=1 d=8.64112e-18 t=33981
ding bu 	頂部	c=1 d=9.26767e-18 t=33981
ding dian 	頂點	c=1 d=3.59652e-29 t=33981
ding liu 	頂流	c=1 d=3.99674e-35 t=33981
ding sheng fu 	定勝負	c=1 d=1.6846e-18 t=33981
ding yi 	定義	c=1 d=2.26965e-25 t=33981
ding yuan 	頂圓	c=1 d=1.81257e-36 t=33981
ding yuan zhi jing 	頂圓直徑	c=1 d=1.67877e-36 t=33981
ding zhe 	盯着	c=3 d=2.09301e-13 t=33981
diu diao 	丟掉	c=1 d=2.16345e-20 t=33981
diu mian zi 	丟面子	c=1 d=1.6535e-34 t=33981
diu shi 	丟失	c=2 d=1.79362e-11 t=33981
diu xia 	丟下	c=1 d=1.63849e-15 t=33981
dong 	動	c=1 d=4.19094e-05 t=33981
dong 	咚	c=5 d=9.35125e-06 t=33981
dong ben xi zou 	東奔西走	c=1 d=2.14673e-17 t=33981
dong bi 	動筆	c=1 d=1.6286e-32 t=33981
dong bu 	東部	c=0 d=2.60576e-33 t=33981
dong bu dong 	動不動	c=1 d=6.16431e-15 t=33981
dong bu lian he 	東部聯合	c=7 d=3.25881e-16 t=33981
dong de 	懂得	c=2 d=4.98295e-12 t=33981
dong hua 	動畫	c=3 d=1.50288e-28 t=33981
dong jie 	凍結	c=1 d=1.01108e-12 t=33981
dong li 	動力	c=1 d=1.04294e-24 t=33981
dong tian 	冬天	c=1 d=2.30835e-18 t=33981
dong xi 	東西	c=56 d=0.0711487 t=33981
dong xi ma 	東西嗎	c=1 d=1.54302e-44 t=33981
dong yao 	動搖	c=6 d=1.41073e-06 t=33981
dong zhe 	動着	c=1 d=1.07657e-15 t=33981
dong zuo 	動作	c=5 d=7.07355e-16 t=33981
dong zuo ye tai kuai 	動作也太快	c=1 d=1.57205e-28 t=33981
dou 	都	c=107 d=3.41417 t=33981
dou bei 	都被	c=1 d=2.79089e-16 t=33981
dou bei che di 	都被徹底	c=1 d=2.1147e-46 t=33981
dou bu 	都不	c=1 d=5.83542e-17 t=33981
dou bu suan huai 	都不算壞	c=1 d=5.17187e-38 t=33981
dou bu xing 	都不行	c=1 d=0.377192 t=33981
dou bu zhi dao 	都不知道	c=1 d=3.01338e-36 t=33981
dou chu xian 	都出現	c=1 d=1.52533e-26 t=33981
dou chu zai 	都處在	c=1 d=3.41635e-42 t=33981
dou diao 	抖掉	c=1 d=1.2109e-16 t=33981
dou dong 	都懂	c=1 d=3.37661e-22 t=33981
dou hai you 	都還有	c=1 d=5.89087e-40 t=33981
dou hao 	都好	c=1 d=1.71303e-09 t=33981
dou hui 	都會	c=9 d=1.04152e-08 t=33981
dou hui you 	都會有	c=1 d=4.68304e-17 t=33981
dou ke yi 	都可以	c=2 d=3.58357e-20 t=33981
dou mei you 	都沒有	c=2 d=3.37546e-18 t=33981
dou mian lin 	都面臨	c=1 d=1.37091e-35 t=33981
dou neng 	都能	c=11 d=0.00211014 t=33981
dou neng jie kai 	都能解開	c=1 d=0.0188734 t=33981
dou neng kan 	都能看	c=1 d=7.26273e-18 t=33981
dou neng kan de 	都能看的	c=1 d=6.69614e-18 t=33981
dou neng ming bai 	都能明白	c=1 d=1.4093e-07 t=33981
dou shao jiao 	都燒焦	c=1 d=1.77956e-16 t=33981
dou shi 	都是	c=20 d=0.0914984 t=33981
dou shuo 	都說	c=1 d=0.170333 t=33981
dou shuo le 	都說了	c=2 d=0.697676 t=33981
dou suan shi 	都算是	c=1 d=3.29829e-40 t=33981
dou wu fa 	都無法	c=3 d=8.11965e-21 t=33981
dou xiang 	都像	c=0 d=5.12215e-43 t=33981
dou xiang shi 	都像是	c=1 d=5.14782e-42 t=33981
dou xiang yao 	都想要	c=2 d=5.58815e-37 t=33981
dou xiao 	逗笑	c=2 d=9.55751e-28 t=33981
dou xing 	都行	c=3 d=0.000642592 t=33981
dou yao 	都要	c=1 d=8.29947e-14 t=33981
dou yi 	都以	c=1 d=2.68932e-21 t=33981
dou you 	都有	c=1 d=4.07123e-17 t=33981
dou zai 	都在	c=2 d=0.00416933 t=33981
dou zhi dao 	都知道	c=1 d=0.451581 t=33981
dou zuo bu dao 	都做不到	c=1 d=0.000397625 t=33981
du 	毒	c=1 d=2.15522e-34 t=33981
du bo 	賭博	c=3 d=2.32324e-14 t=33981
du bu dong 	讀不懂	c=1 d=5.05293e-29 t=33981
du chang 	獨場	c=1 d=2.76548e-26 t=33981
du chu 	獨處	c=1 d=7.23389e-15 t=33981
du chu 	讀出	c=2 d=1.97753e-16 t=33981
du du 	都度	c=1 d=3.97072e-17 t=33981
du guo 	度過	c=7 d=8.96902e-15 t=33981
du hou gan 	讀後感	c=1 d=1.35589e-23 t=33981
du jue 	杜絕	c=1 d=2.00085e-42 t=33981
du liu 	獨留	c=1 d=7.03587e-12 t=33981
du ming 	賭命	c=1 d=5.39796e-12 t=33981
du mu qiao 	獨木橋	c=1 d=1.84137e-06 t=33981
du nong 	嘟噥	c=0 d=1.58133e-10 t=33981
du nong zhe 	嘟噥着	c=1 d=1.58926e-09 t=33981
du qu 	讀取	c=2 d=1.65632e-16 t=33981
du shang 	賭上	c=2 d=1.28872e-09 t=33981
du shi 	都市	c=2 d=1.69392e-25 t=33981
du yi wu er 	獨一無二	c=1 d=5.11083e-16 t=33981
du you 	獨有	c=1 d=1.31309e-28 t=33981
du zai 	堵在	c=1 d=3.85861e-33 t=33981
du zhu 	堵住	c=0 d=2.83751e-06 t=33981
du zhu 	賭注	c=6 d=1.3097e-10 t=33981
du zhu yan jing 	堵住眼睛	c=1 d=2.85173e-05 t=33981
du zi 	獨自	c=4 d=0.0013431 t=33981
du zi 	肚子	c=0 d=4.11342e-51 t=33981
duan de 	短的	c=1 d=1.51643e-16 t=33981
duan ding 	斷定	c=2 d=8.15618e-15 t=33981
duan duan 	短短	c=3 d=3.35115e-12 t=33981
duan le 	端了	c=0 d=2.64145e-46 t=33981
duan le chu lai 	端了出來	c=1 d=2.65469e-45 t=33981
duan lian chu 	鍛煉出	c=1 d=2.27902e-44 t=33981
duan mian 	端面	c=1 d=1.11599e-36 t=33981
duan mian mo shu 	端面模數	c=1 d=1.03362e-36 t=33981
duan nian 	斷念	c=1 d=6.07667e-23 t=33981
duan ran 	斷然	c=1 d=1.39357e-22 t=33981
duan shang lai 	端上來	c=1 d=3.21019e-45 t=33981
duan shi jian 	段時間	c=0 d=1.16881e-42 t=33981
duan tou tai 	斷頭臺	c=2 d=1.18e-27 t=33981
duan yan 	斷言	c=6 d=5.08447e-15 t=33981
duan zi 	段子	c=0 d=2.60806e-14 t=33981
duan zui 	斷罪	c=1 d=0.0291588 t=33981
dui 	對	c=167 d=0.405547 t=33981
dui ba 	對吧	c=2 d=1.35073e-37 t=33981
dui bai 	對白	c=4 d=0.000468957 t=33981
dui bai lai shuo 	對白來說	c=1 d=1.09001e-14 t=33981
dui ben ji 	對本機	c=1 d=1.89313e-38 t=33981
dui bi 	對比	c=1 d=2.00222e-50 t=33981
dui bu qi 	對不起	c=6 d=0.000459767 t=33981
dui ci 	對此	c=2 d=1.17471e-12 t=33981
